Datum,Area,Area_glatt,Vol_calc,Volume,WD,WD_calc,WD_calc_smooth
2017-06-30,,,,6226.261368407222,2.8648333333333333,,
2017-07-01,,,,6428.811780985001,2.9085,,
2017-07-02,,,,6618.26374726222,2.9486666666666665,,
2017-07-03,2915.0,2744.0,3937.8099295260463,6582.265690205138,2.9410833333333333,2.2969352751728964,2.3032174354556934
2017-07-04,,,,6328.252250871806,2.8869166666666666,,
2017-07-05,,,,5961.595050901808,2.8065833333333337,,
2017-07-06,,,,5499.407141262218,2.7013333333333325,,
2017-07-07,,,,5184.726284073891,2.6268333333333342,,
2017-07-08,,,,5252.483040971807,2.6430833333333337,,
2017-07-09,,,,5192.346017128888,2.6286666666666663,,
2017-07-10,,,,5431.663436465,2.6855,,
2017-07-11,,,,5800.816376065002,2.7705000000000006,,
2017-07-12,,,,6004.7037277538875,2.8161666666666663,,
2017-07-13,,,,5850.313197388889,2.7816666666666667,,
2017-07-14,,,,5956.358720128472,2.8054166666666664,,
2017-07-15,,,,6263.872888339999,2.873,,
2017-07-16,,,,6159.406971216251,2.8502500000000004,,
2017-07-17,,,,5786.8222419822205,2.767333333333333,,
2017-07-18,,,,5444.819013588472,2.6885833333333333,,
2017-07-19,,,,5345.70340966625,2.66525,,
2017-07-20,,,,4249.33298866,2.3890000000000002,,
2017-07-21,,,,3061.627091455139,2.038083333333333,,
2017-07-22,,,,3064.1758351384724,2.0389166666666667,,
2017-07-23,,,,3049.411130001807,2.0340833333333337,,
2017-07-24,,,,3231.0392936018047,2.092583333333333,,
2017-07-25,,,,4635.965930088472,2.4905833333333334,,
2017-07-26,,,,5260.507296500001,2.645,,
2017-07-27,,,,5237.499529465,2.6395,,
2017-07-28,5069.0,4953.0,5254.017172078791,4952.632470816253,2.5702500000000006,2.6265552697041543,2.643449900970673
2017-07-29,,,,4530.684696268475,2.4634166666666677,,
2017-07-30,,,,4012.3236277684728,2.3240833333333337,,
2017-07-31,,,,3891.323010535141,2.290083333333333,,
2017-08-01,,,,3694.1558222222206,2.233333333333333,,
2017-08-02,2734.0,2555.0,3956.623673587061,3304.728386796249,2.11575,2.300028317805324,2.308507295996747
2017-08-03,,,,3045.8537558784724,2.032916666666667,,
2017-08-04,,,,2966.9830890072217,2.006833333333333,,
2017-08-05,,,,2972.985814753888,2.008833333333333,,
2017-08-06,,,,6940.153978264998,3.0154999999999994,,
2017-08-07,7722.0,7344.0,10679.592251918564,13021.32898466501,4.055500000000001,3.7889164752535023,3.6940850975672768
2017-08-08,,,,14202.808105051805,4.224916666666666,,
2017-08-09,,,,14533.434663859998,4.271,,
2017-08-10,,,,14596.65876531625,4.27975,,
2017-08-11,,,,14502.777277746247,4.26675,,
2017-08-12,,,,14270.642481005149,4.234416666666668,,
2017-08-13,,,,13917.269755262218,4.184666666666666,,
2017-08-14,,,,13579.536460585,4.1365,,
2017-08-15,,,,13294.885199628467,4.095416666666666,,
2017-08-16,,,,12834.593344639998,4.0280000000000005,,
2017-08-17,9894.0,9675.0,21867.94782415822,12334.13124654625,3.95325,5.163498302309766,5.180470539992324
2017-08-18,,,,11765.29998549556,3.866333333333333,,
2017-08-19,,,,11368.137336748885,3.8043333333333327,,
2017-08-20,,,,11372.369816499995,3.805,,
2017-08-21,,,,11315.82892035514,3.796083333333333,,
2017-08-22,7704.0,7573.0,11490.468651027264,11033.26304448722,3.7511666666666654,3.778833823014024,3.8235496943376064
2017-08-23,,,,10634.074206222218,3.686666666666666,,
2017-08-24,,,,10138.76399627389,3.6048333333333336,,
2017-08-25,,,,9585.691892951803,3.5109166666666667,,
2017-08-26,,,,9003.16352542056,3.408833333333334,,
2017-08-27,6029.0,5911.0,6825.139171527083,8429.661562273888,3.3048333333333333,2.9645083099880516,2.9918173749857813
2017-08-28,,,,7813.32370540625,3.18875,,
2017-08-29,,,,7147.936074816253,3.0577500000000004,,
2017-08-30,,,,6454.575738160002,2.9139999999999997,,
2017-08-31,,,,5732.130736751807,2.754916666666667,,
2017-09-01,,,,5092.406811064998,2.6045,,
2017-09-02,,,,4611.947111838473,2.4844166666666667,,
2017-09-03,,,,4506.977968866251,2.45725,,
2017-09-04,,,,4780.574190782223,2.527333333333333,,
2017-09-05,,,,4900.4869991822225,2.5573333333333337,,
2017-09-06,,,,4734.723182796251,2.51575,,
2017-09-07,,,,4370.6245082884725,2.4214166666666666,,
2017-09-08,,,,3887.5030006600014,2.289,,
2017-09-09,,,,3342.2165370684725,2.127416666666667,,
2017-09-10,,,,3125.991842259999,2.059,,
2017-09-11,,,,3186.9924249551373,2.078583333333333,,
2017-09-12,,,,3658.3332766872227,2.222833333333333,,
2017-09-13,,,,5286.370897153888,2.6511666666666662,,
2017-09-14,,,,6454.575738159999,2.914,,
2017-09-15,,,,7771.340595048886,3.1806666666666663,,
2017-09-16,,,,8825.017947238473,3.376916666666667,,
2017-09-17,,,,9747.400436195554,3.5386666666666664,,
2017-09-18,,,,10192.12803165625,3.61375,,
2017-09-19,,,,10372.253987895556,3.643666666666667,,
2017-09-20,,,,10414.13600995514,3.6505833333333335,,
2017-09-21,7867.0,7684.0,11904.605037238063,10311.859238828887,3.6336666666666666,3.8710527122316334,3.887819047631625
