Datum,Volume,WD,W_change
2017-07-28,5457.420191034444,2.962333333333333,-181.24013087444655
2017-07-29,5276.180060159997,2.9279999999999995,-187.4172206880512
2017-07-30,5088.762839471946,2.891833333333334,-80.49449999062836
2017-07-31,5008.2683394813175,2.8760833333333333,-234.50300743333082
2017-08-01,4773.765332047987,2.829416666666667,-222.88268426666673
2017-08-02,4550.88264778132,2.783916666666667,-221.12278853833323
2017-08-03,4329.759859242987,2.7375833333333337,-225.52940345298884
2017-08-04,4104.230455789998,2.6889999999999996,-222.37868496888723
2017-08-05,3881.8517708211107,2.639666666666667,858.077563113538
2017-08-06,4739.929333934649,2.8225833333333328,2774.419886237226
2017-08-07,7514.349220171875,3.31625,2397.8534724900037
2017-08-08,9912.202692661878,3.6697500000000014,763.8539417634001
2017-08-09,10676.056634425278,3.7728333333333333,161.72555370667033
2017-08-10,10837.782188131949,3.794166666666667,-165.50100789750468
2017-08-11,10672.281180234444,3.7723333333333335,-320.26276061812314
2017-08-12,10352.01841961632,3.7295833333333337,-413.75253117188004
2017-08-13,9938.26588844444,3.6733333333333333,-432.35221938756695
2017-08-14,9505.913669056874,3.61325,-451.94508995055367
2017-08-15,9053.96857910632,3.548916666666667,-421.4155461549999
2017-08-16,8632.55303295132,3.487416666666667,-400.02746835833204
2017-08-17,8232.525564592988,3.4275833333333336,-440.5532812916663
2017-08-18,7791.972283301322,3.359916666666667,-300.69663335000587
2017-08-19,7491.275649951316,3.312583333333333,-284.27763519499786
2017-08-20,7206.998014756318,3.266916666666667,-277.0417211288159
2017-08-21,6929.956293627502,3.2215000000000007,-222.50252819306024
2017-08-22,6707.453765434442,3.184333333333333,-230.85655972478799
2017-08-23,6476.597205709654,3.145083333333334,-266.5991129177046
2017-08-24,6209.99809279195,3.0988333333333338,-288.5599792322946
2017-08-25,5921.438113559655,3.0475833333333338,-289.92467302277964
2017-08-26,5631.513440536875,2.99475,-271.2747038968773
2017-08-27,5360.238736639998,2.9439999999999995,-323.0878641581239
2017-08-28,5037.150872481874,2.88175,-335.0312471722218
2017-08-29,4702.119625309652,2.8149166666666665,-322.37097970437844
2017-08-30,4379.748645605274,2.748166666666666,-315.0686182508289
2017-08-31,4064.680027354445,2.680333333333333,-233.7060101491661
2017-09-01,3830.974017205279,2.628166666666667,-177.71888992083495
2017-09-02,3653.255127284444,2.587333333333333,-143.08372353000232
